Date,title,category,account,amount,currency,type,transfer-amount,transfer-currency,to-account,receive-amount,receive-currency,description,due-date,id
2024-05-06 15:15:40.067,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,fbe815ee-f0f2-49b0-b6ad-f5bd54ffd06b
2024-05-06 08:43:44.835,juice,Food & Drinks,Salary Bank,40.00,INR,EXPENSE,,,,,,,,12c2ad26-a465-43d3-8cb1-1a08d842937a
2024-05-06 08:43:34.035,lunch,Food & Drinks,Salary Bank,100.00,INR,EXPENSE,,,,,,,,91969a70-3150-4b01-bc97-26e35c00f24b
2024-05-04 03:27:00.000,petrol,Transport,Salary Bank,200.00,INR,EXPENSE,,,,,,,,8856e7fe-ea51-49fd-8e08-732a1029f759
2024-05-04 03:27:00.000,medic,Bills & Fees,Salary Bank,20.00,INR,EXPENSE,,,,,,,,93bf965f-fd3f-45ce-be3e-7f8acad23500
2024-05-03 03:26:00.000,petrol,Transport,Salary Bank,100.00,INR,EXPENSE,,,,,,,,85c7287a-67c6-47a2-b09b-db10b1767c83
2024-05-03 03:26:00.000,recharge,Bills & Fees,Salary Bank,266.90,INR,EXPENSE,,,,,,,,c0350a6b-313c-40f9-96df-bc09d4ab1b21
2024-05-03 03:26:00.000,petrol,Transport,Salary Bank,50.00,INR,EXPENSE,,,,,,,,aefddc5a-45f9-428a-9562-660e5430e26c
2024-05-02 06:59:13.423,exam fees,Bills & Fees,Salary Bank,"2,000.00",INR,EXPENSE,,,,,,,,c41d8549-50b7-4ed3-8c20-661c1aabe068
2024-05-02 06:59:01.605,juice,Food & Drinks,Salary Bank,80.00,INR,EXPENSE,,,,,,,,3bb50eca-d2f2-488a-96a0-2228fae10012
2024-05-02 06:58:52.514,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,2bb8783b-91b4-41ed-9693-f602e0614575
2024-05-02 06:58:47.253,auto,Transport,Cash,20.00,INR,EXPENSE,,,,,,,,f3d8e0bf-93f8-4a14-8fc4-12a5cfb566ad
2024-05-02 03:25:00.000,juice,Food & Drinks,Salary Bank,80.00,INR,EXPENSE,,,,,,,,02201ad3-181f-4829-aab5-82ff49adabc1
2024-05-02 03:25:00.000,snacks,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,89363752-fa3b-4bb3-b5bd-cf5f2fe78125
2024-05-02 01:49:07.739,netflix,Bills & Fees,Salary Bank,199.00,INR,EXPENSE,,,,,,,,cf4d2147-844b-4d8a-a53c-052fdc69cf08
2024-05-02 01:46:00.656,baba,Bills & Fees,Salary Bank,"5,000.00",INR,EXPENSE,,,,,,,,22f14513-6bf6-4c2a-8db2-e6bb0c2a44d2
2024-05-01 16:00:51.168,recharge,Bills & Fees,Salary Bank,155.00,INR,EXPENSE,,,,,,,,88d1725a-bb66-435c-bbe0-4de70e749fc7
2024-05-01 16:00:00.363,juice,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,f4f13756-1197-4ffe-9ae1-4e357666b7c8
2024-05-01 15:59:19.629,recharge,Transport,Salary Bank,0.00,INR,TRANSFER,200.00,INR,Metro Card,200.00,INR,,,bb0f7535-0a80-4c12-8776-954fdd0fd79e
2024-05-01 15:57:45.381,rta,Transport,Cash,35.00,INR,EXPENSE,,,,,,,,93e4b05a-c62e-4415-a0a2-d44b497fb11d
2024-05-01 03:50:02.977,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,258ad797-30ea-4182-8954-5e2e62170dd8
2024-05-01 03:25:35.843,water,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,39def290-90c7-4538-a84d-74736543a1f8
2024-04-30 14:50:06.823,salary,Bills & Fees,Salary Bank,"19,367.00",INR,INCOME,,,,,,,,2e7a54a6-8f1b-4132-bb0a-e1e1add888f0
2024-04-30 14:49:49.288,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,223e59b5-7482-4071-b778-e48fef8a1a27
2024-04-30 14:49:41.429,atr,Transport,Salary Bank,35.00,INR,EXPENSE,,,,,,,,cfe9fe1d-5d66-4a57-b4bd-d4fecddecf35
2024-04-30 14:49:29.643,rta,Transport,Salary Bank,35.00,INR,EXPENSE,,,,,,,,e2738ea5-560b-470d-8f3d-dcf4f55bb6b5
2024-04-30 02:03:00.000,juice,Food & Drinks,Salary Bank,90.00,INR,EXPENSE,,,,,,,,6f203563-6af9-4e30-9213-362808479cba
2024-04-29 18:43:47.723,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,241f2f9d-adec-4016-a54c-fb3f14b7c1b8
2024-04-29 18:43:40.127,rta,Transport,Salary Bank,35.00,INR,EXPENSE,,,,,,,,a6e443f4-424e-45b3-9dcd-66a35eb78bdf
2024-04-29 08:51:18.570,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,ca732d24-ab2e-4928-828b-08ae8246c0c8
2024-04-29 08:51:06.330,atr,Transport,Salary Bank,35.00,INR,EXPENSE,,,,,,,,20b0e0d5-2587-4033-a4d4-af88ade8281e
2024-04-28 15:27:48.931,baba,Bills & Fees,Salary Bank,500.00,INR,EXPENSE,,,,,,,,bcd5e720-c629-405d-92ce-a63f78b4fe4e
2024-04-28 14:17:36.623,breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,898b5084-1696-4762-9dd1-a309b83348c2
2024-04-27 14:17:00.000,🍰,Food & Drinks,Salary Bank,100.00,INR,EXPENSE,,,,,,,,cc950855-0206-41da-a80c-c3029267ffee
2024-04-27 14:17:00.000,milk,Bills & Fees,Salary Bank,40.00,INR,EXPENSE,,,,,,,,8872e260-1d9b-41e5-a7af-739baa5c9d94
2024-04-27 14:16:00.000,snacks,Food & Drinks,Salary Bank,90.00,INR,EXPENSE,,,,,,,,96623580-7f22-4b17-95ba-a5923dcc532d
2024-04-27 14:15:00.000,water,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,7e97a3c7-7731-47dc-8c82-322d5f552f20
2024-04-27 14:07:00.000,juice,Food & Drinks,Salary Bank,120.00,INR,EXPENSE,,,,,,,,cd891ba6-62e1-448d-bd7a-1067528a4dc7
2024-04-27 14:06:00.000,water,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,8218dade-b95a-42f4-af7b-f49bd8e00a1a
2024-04-27 14:06:00.000,lunch,Food & Drinks,Salary Bank,100.00,INR,EXPENSE,,,,,,,,8c688926-48c5-4043-835c-1864ee2c4b5a
2024-04-27 14:05:00.000,sujith,Bills & Fees,Salary Bank,100.00,INR,INCOME,,,,,,,,53b5768e-83fb-45a2-8ae1-8b91cb250ede
2024-04-27 14:05:00.000,priyanka,Bills & Fees,Salary Bank,300.00,INR,INCOME,,,,,,,,130c4200-c84d-49ed-a32f-99c5c113c05d
2024-04-27 14:04:00.000,petrol,Transport,Salary Bank,100.00,INR,EXPENSE,,,,,,,,5db87f93-4f96-4925-a06f-6ebb5d0f8fab
2024-04-26 14:04:00.000,juice,Food & Drinks,Salary Bank,49.00,INR,EXPENSE,,,,,,,,cfe93cb8-4d9e-491d-8112-dcf7bc356718
2024-04-26 14:04:00.000,chotu,Bills & Fees,Salary Bank,500.00,INR,EXPENSE,,,,,,,,2c3ab3b3-c29b-403b-995d-ffca7031439d
2024-04-26 14:03:00.000,snacks,Food & Drinks,Salary Bank,10.00,INR,EXPENSE,,,,,,,,fde12671-069e-4902-9b8b-9ff25aa4fbb4
2024-04-26 14:03:00.000,drink,Food & Drinks,Salary Bank,49.00,INR,EXPENSE,,,,,,,,080d00a7-eff8-4afa-b05b-b1978df5870f
2024-04-26 14:03:00.000,lunch,Food & Drinks,Salary Bank,120.00,INR,EXPENSE,,,,,,,,c689d249-3ea2-4f33-96de-562d61eaf0e2
2024-04-26 14:02:00.000,water,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,d35b7b34-4cee-441b-8536-51d87b0280f0
2024-04-26 14:01:00.000,petrol,Transport,Salary Bank,100.00,INR,EXPENSE,,,,,,,,87bc3d98-21f8-4594-830a-65f3194aebc1
2024-04-25 14:01:00.000,snacks,Food & Drinks,Salary Bank,20.00,INR,EXPENSE,,,,,,,,67bb9b24-515c-460b-9ee7-0caf306426fd
2024-04-25 14:00:00.000,petrol,Transport,Salary Bank,100.00,INR,EXPENSE,,,,,,,,304d3124-3599-4697-8c41-387bbbfa7c3b
2024-04-24 14:00:00.000,shirt,Bills & Fees,Salary Bank,699.00,INR,EXPENSE,,,,,,,,a6f6cecd-3aa8-4980-b1df-698685a7b495
2024-04-24 13:42:04.617,petrol,Transport,Salary Bank,100.00,INR,EXPENSE,,,,,,,,85244f40-cdd6-4703-94d0-83f4c05750af
2024-04-24 13:41:51.834,petrol,Transport,Salary Bank,50.00,INR,EXPENSE,,,,,,,,3b6e9e6a-f590-4b0e-996e-301df8dfbb9b
2024-04-24 13:41:40.008,snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,c033f55b-4b8b-46b4-9062-255ceca7461c
2024-04-23 17:13:53.508,team lunch,Food & Drinks,Salary Bank,795.00,INR,EXPENSE,,,,,,,,f453f211-da65-4ebd-86cb-1e76eeeab835
2024-04-23 14:43:27.195,bus,Transport,Cash,20.00,INR,EXPENSE,,,,,,,,fa88c642-0f31-475b-af47-42d14c122045
2024-04-23 14:40:43.848,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,cef59635-4e95-47b3-8d08-162a96eeaeb9
2024-04-23 14:40:43.047,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,86290f86-9587-4953-9e9c-08d3f78fe28b
2024-04-22 14:43:00.000,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,89490386-793b-4b56-ae73-7b75ab9a5b63
2024-04-22 14:41:00.000,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,22ed2a16-9eeb-4704-900d-c57ddb6b97d8
2024-04-22 14:41:00.000,bus pass,Transport,Salary Bank,430.00,INR,EXPENSE,,,,,,,,f9d1f72b-571d-4a51-bc63-1fed65c0c727
2024-04-22 04:55:34.117,recharge,Bills & Fees,Salary Bank,259.00,INR,EXPENSE,,,,,,,,78641f2b-8615-4c7e-ace8-b995f369d04e
2024-04-22 04:48:34.081,bus,Transport,Cash,30.00,INR,EXPENSE,,,,,,,,a2b01bbe-619c-466c-a1a1-e8769b35a7d4
2024-04-22 04:47:21.338,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,c4e66e65-0635-41e6-8a2c-27053942453d
2024-04-21 04:47:00.000,juice,Food & Drinks,Salary Bank,40.00,INR,EXPENSE,,,,,,,,da63805a-1404-4f27-8561-64fa5f76fd44
2024-04-21 04:47:00.000,manchuria,Food & Drinks,Cash,70.00,INR,EXPENSE,,,,,,,,7de23ae0-6434-4a5a-801e-498744d12c47
2024-04-21 03:26:06.969,breakfast,Food & Drinks,Salary Bank,25.00,INR,EXPENSE,,,,,,,,c38ecaeb-2832-4e53-bbca-59991c235cc7
2024-04-21 03:25:59.594,petrol,Transport,Salary Bank,100.00,INR,EXPENSE,,,,,,,,e50c7c0d-1b01-43ed-8392-4ed36eb7e969
2024-04-21 03:25:50.659,tyre,Bills & Fees,Cash,10.00,INR,EXPENSE,,,,,,,,9d6e1164-eca4-43d6-a297-94dd74513fe5
2024-04-20 18:28:32.596,shirt,Bills & Fees,Salary Bank,799.00,INR,EXPENSE,,,,,,,,c75d702b-721a-4249-b31e-aa48e2a2813e
2024-04-20 18:28:20.117,burrito,Food & Drinks,Salary Bank,83.00,INR,EXPENSE,,,,,,,,5d213420-bdb4-4dc7-87c3-ba8a227aa2e7
2024-04-20 18:28:00.000,sid payup,Bills & Fees,Salary Bank,89.52,INR,INCOME,,,,,,,,e675ad21-0ff7-4add-b8e7-74cb235e7524
2024-04-20 18:27:48.295,ice cream,Food & Drinks,Salary Bank,88.01,INR,EXPENSE,,,,,,,,70c8bf0f-33b3-4e1c-8ff5-dea0d249fd79
2024-04-20 01:58:00.000,water,Food & Drinks,Cash,30.00,INR,EXPENSE,,,,,,,,69ee468f-b045-4b68-8ece-4b2796cf07f2
2024-04-19 08:03:00.699,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,8eb3f736-9b8b-41e5-bf67-c7303f7a300b
2024-04-19 08:02:45.501,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,bf9cac22-e84b-4789-8df7-09cf9327f049
2024-04-19 08:02:43.381,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,282095ad-26ea-43a9-a073-96c08f6ea5c9
2024-04-18 16:46:10.130,snacks,Food & Drinks,Salary Bank,75.00,INR,EXPENSE,,,,,,,,64cae55d-06f1-41ae-93e0-115dc44844c8
2024-04-18 16:45:14.900,snacks,Food & Drinks,Salary Bank,130.00,INR,EXPENSE,,,,,,,,e4f37e8b-2f2f-4b3a-a533-819e8fa462f4
2024-04-17 04:00:52.496,atr,Transport,Cash,35.00,INR,EXPENSE,,,,,,,,d5fb955e-cfbc-4602-95d7-c4a37877a3a5
2024-04-16 12:38:52.794,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,4320c442-4118-4718-bdfc-d41938cb4a64
2024-04-16 07:09:53.181,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,9f3d2290-3cd6-4f8e-8d70-7920798c5e0b
2024-04-16 07:09:46.768,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,c627e400-ca70-4dc5-a9b4-6d5c04aa6a74
2024-04-15 14:59:31.037,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,50b0be3a-fcf0-45f5-8563-ba2e9ce8a4de
2024-04-15 14:59:23.954,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,b1e0e78e-a75a-41fb-8532-57fec16343a3
2024-04-15 14:59:21.617,snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,d4fcda75-8b2a-4d55-9625-1ef27113f942
2024-04-15 12:38:00.000,domain,Bills & Fees,Salary Bank,616.32,INR,EXPENSE,,,,,,,,6fd5d116-e6a4-48c9-91b4-ad74e76fd663
2024-04-15 06:55:17.895,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,da84716c-3965-4ab4-8ff0-5d26ac555829
2024-04-15 06:55:10.570,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,51ff7712-b942-470d-bd30-a0e67aee3a60
2024-04-14 16:42:19.952,breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,eb48ad4f-c670-4dfb-8c7c-a8d0dd7af005
2024-04-12 15:16:13.135,bus,Transport,Cash,20.00,INR,EXPENSE,,,,,,,,0cbeec5d-7581-4978-b52c-2a3dfe3c20ec
2024-04-12 12:47:39.692,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,7eb6d8c1-17b2-4477-83b1-fbcf1cab8029
2024-04-12 12:47:37.044,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,674a61ae-f7b3-4b1c-9a43-0cfe6c511b46
2024-04-10 13:03:30.729,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,a6cb88eb-6f9f-438a-9a67-73d58a6bb773
2024-04-10 04:21:51.672,gym,Bills & Fees,Salary Bank,"1,000.00",INR,EXPENSE,,,,,,,,db4d5d93-9d36-4622-9f33-ffe3a81f5187
2024-04-10 04:21:38.710,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,e84d01b9-287d-45e2-8de9-05c54092b598
2024-04-10 03:10:00.000,shawarma 🌯,Food & Drinks,Salary Bank,140.00,INR,EXPENSE,,,,,,,,395b3c2e-58b4-4db5-a9d8-4e42b818db08
2024-04-08 10:36:18.446,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,e3b176ce-d3cf-4786-90dc-e9042f57f6b5
2024-04-08 10:36:12.580,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,66ba10cb-56f7-4313-afd1-48690e8cabdc
2024-04-07 14:17:41.212,breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,94f701db-6572-4e35-85b6-648db71b617a
2024-04-07 14:17:28.139,fest,Bills & Fees,Salary Bank,250.00,INR,EXPENSE,,,,,,,,79c1e6b0-51f6-4e6d-9f7d-98b626720490
2024-04-06 03:42:00.000,juice,Food & Drinks,Salary Bank,10.00,INR,EXPENSE,,,,,,,,fb74083b-ea28-4af5-80eb-84f4df9052cf
2024-04-06 03:41:00.000,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,057e1b71-c054-4539-9b55-7bf470e68a30
2024-04-06 03:41:00.000,juice,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,c53d9d07-d910-445e-801c-d41f0c7f5309
2024-04-06 03:40:00.000,auto,Transport,Cash,20.00,INR,EXPENSE,,,,,,,,d0ab442a-52ec-445b-84ea-273755da3fb3
2024-04-05 13:25:05.480,juice,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,6e1e0f1c-25e7-488b-a5ac-07346327315c
2024-04-05 13:24:56.623,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,113c8e7b-b90e-4076-8586-d10404e8b74e
2024-04-05 08:47:42.107,wow,Bills & Fees,Salary Bank,309.84,INR,EXPENSE,,,,,,,,bd7c7a55-0da0-4697-b90b-3d3423da3788
2024-04-05 05:34:22.364,juice,Food & Drinks,Salary Bank,25.00,INR,EXPENSE,,,,,,,,09b6a757-ef2d-41af-b5f6-11a018562cf0
2024-04-05 05:34:05.807,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,d6d06f16-a9cf-4004-b5dc-cd1ab650372f
2024-04-04 08:37:47.351,snacks,Food & Drinks,Salary Bank,75.00,INR,EXPENSE,,,,,,,,9a254132-ba75-4604-a7b2-0c32e6b6d2b8
2024-04-04 03:43:27.547,petrol,Transport,Salary Bank,100.00,INR,EXPENSE,,,,,,,,15d4007d-437e-41f1-b476-cefe1a408b5a
2024-04-04 02:07:59.508,stonks,Bills & Fees,Salary Bank,761.44,INR,INCOME,,,,,,,,1df1ce5b-1d36-4172-9031-950a2cb7bc78
2024-04-03 14:55:47.327,maa,Bills & Fees,Salary Bank,"10,000.00",INR,INCOME,,,,,,,,925f49ab-6a95-4ba7-85b5-40ebf01c0f46
2024-04-03 10:25:10.802,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,77ef7682-a11e-488f-87b1-09fbfa08761b
2024-04-03 10:23:49.761,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,28259330-312f-4173-bdd7-20d8ffe441f1
2024-04-02 10:24:00.000,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,9763f058-f4cd-4239-b3b4-decacaba4938
2024-04-02 10:24:00.000,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,263a68dd-b4b5-43b5-8c20-d53ff12921b7
2024-04-02 10:24:00.000,juice,Food & Drinks,Cash,10.00,INR,EXPENSE,,,,,,,,5c4eb6d5-ef06-453f-b1c1-c5377e01be36
2024-04-02 10:24:00.000,juice,Food & Drinks,Cash,60.00,INR,EXPENSE,,,,,,,,340a1e1d-ada0-49c9-97d6-18244d566b89
2024-04-02 10:24:00.000,chotu,Bills & Fees,Cash,60.00,INR,INCOME,,,,,,,,8f5f4a24-742f-4ab4-9821-3fbfac31c591
2024-04-02 03:33:39.883,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,5fad39bf-5473-4c24-8869-7dde53268f6d
2024-04-01 18:29:57.016,netflix,Bills & Fees,Savings Bank,199.00,INR,EXPENSE,,,,,,,,fdb6c9d4-f0a4-43d7-9c38-48376417a722
2024-04-01 18:28:27.576,chotu,Bills & Fees,Savings Bank,"3,000.00",INR,EXPENSE,,,,,,,,6a0c41ac-05ea-4453-b966-0d8da9015154
2024-04-01 18:18:37.086,bhagwat,Bills & Fees,Cash,100.00,INR,INCOME,,,,,,,,5de6713f-e6c6-490c-ada4-080c3bcf70e9
2024-04-01 18:18:27.349,snacks,Food & Drinks,Salary Bank,160.00,INR,EXPENSE,,,,,,,,0e3be43f-e9cb-405c-8fa1-3c56ae959f43
2024-04-01 15:09:51.209,juice,Food & Drinks,Salary Bank,50.00,INR,EXPENSE,,,,,,,,73b78e97-9b36-4d8c-afe5-8b88faff1778
2024-03-31 18:34:00.000,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,411136d0-fc08-4266-acba-d1006d6e192e
2024-03-31 18:34:00.000,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,ee4fd400-7140-47df-ab4b-3716b705b24e
2024-03-31 17:00:28.422,baba,Bills & Fees,Salary Bank,"1,700.00",INR,EXPENSE,,,,,,,,680d5b03-3f8e-4af0-9b78-d5bed3643c1c
2024-03-31 13:58:13.008,shoes,Bills & Fees,Salary Bank,"2,499.00",INR,EXPENSE,,,,,,,,ba26720e-7166-4de2-b3eb-fd3f584c7480
2024-03-31 12:45:00.691,haircut,Bills & Fees,Salary Bank,150.00,INR,EXPENSE,,,,,,,,6c4b7d01-9c99-4b44-965e-19fa240d4f40
2024-03-30 03:09:01.045,chotu,Bills & Fees,Cash,100.00,INR,EXPENSE,,,,,,,,e9922e06-03a2-481a-b1ad-7e5f3103c331
2024-03-29 18:47:00.000,snacks,Food & Drinks,Salary Bank,90.00,INR,EXPENSE,,,,,,,,8757b497-c06b-4443-b4b7-9ca049f76c0f
2024-03-29 15:27:48.850,maa,Bills & Fees,Salary Bank,"13,000.00",INR,EXPENSE,,,,,,,,cbcbc73b-cffb-49dd-ab94-cc919801ddef
2024-03-29 15:27:39.829,breakfast,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,8ed18456-97ee-46ac-aae8-cfc341aef822
2024-03-28 11:31:59.355,petrol,Transport,Salary Bank,100.00,INR,EXPENSE,,,,,,,,aa003083-8c02-4991-8ede-530d13933bb4
2024-03-28 10:58:48.815,snacks,Food & Drinks,Salary Bank,250.00,INR,EXPENSE,,,,,,,,efa39518-8a43-4e57-b9bc-973892e84bea
2024-03-28 06:38:50.642,salary,Bills & Fees,Salary Bank,"22,700.00",INR,INCOME,,,,,,,,a7be4577-1c79-470a-9b9f-f8901cd5c58e
2024-03-27 15:39:26.573,ice cream,Food & Drinks,Cash,70.00,INR,EXPENSE,,,,,,,,841c07c5-e7e2-4566-9516-96d5f1ead847
2024-03-26 16:59:57.985,juice,Food & Drinks,Salary Bank,40.00,INR,EXPENSE,,,,,,,,9c0fe60e-ac97-4502-b9ab-c31dc240e173
2024-03-26 16:59:46.122,auto,Transport,Cash,20.00,INR,EXPENSE,,,,,,,,a1d360ab-6273-4642-ad39-10d19ba8db47
2024-03-25 15:53:52.918,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,ffcb6133-537a-4421-9097-c97ec0936aa3
2024-03-25 13:17:40.044,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,2a49ae2e-2449-4a87-aaf7-ab92e2a066a1
2024-03-25 13:17:15.511,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,ec34f5cc-a926-4894-bc1d-382bbbbcf14f
2024-03-25 13:17:13.755,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,71741307-625d-493a-82a1-1f38440b088a
2024-03-22 13:26:42.165,bus,Transport,Cash,30.00,INR,EXPENSE,,,,,,,,ae5713d1-7827-4e4e-bc54-5f1bbcef05aa
2024-03-22 13:26:34.794,juice,Food & Drinks,Salary Bank,10.00,INR,EXPENSE,,,,,,,,8daf75ef-e618-4896-8ac5-4450d89d4c6f
2024-03-22 13:26:28.610,snacks,Food & Drinks,Salary Bank,80.00,INR,EXPENSE,,,,,,,,d96ead87-603d-4cd8-91e8-c4a0adbcfe53
2024-03-22 13:26:06.797,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,6e9332c0-9bf8-40d3-9938-037d727e7f20
2024-03-21 14:54:03.976,baba,Bills & Fees,Salary Bank,500.00,INR,EXPENSE,,,,,,,,c0e14014-4631-436b-85e0-8550435fa129
2024-03-21 10:09:12.859,recharge,Bills & Fees,Salary Bank,259.00,INR,EXPENSE,,,,,,,,50fd698c-38d6-44b4-a1ed-493fa5706446
2024-03-21 10:07:32.266,maa,Bills & Fees,Salary Bank,"2,000.00",INR,INCOME,,,,,,,,8274c1c3-e626-437d-acf5-ad258be714b5
2024-03-21 10:05:14.371,stonks,Bills & Fees,Salary Bank,230.00,INR,EXPENSE,,,,,,,,a7c3aab2-ec15-4525-b66a-0f979bd1987f
2024-03-21 10:04:54.277,petrol,Transport,Salary Bank,200.00,INR,EXPENSE,,,,,,,,c5b49577-75a9-4001-aadb-4b54ec878b87
2024-03-19 18:44:00.000,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,ba5e8072-3901-4d13-8bc9-d3a3cc065263
2024-03-19 18:43:00.000,snacks,Food & Drinks,Salary Bank,25.00,INR,EXPENSE,,,,,,,,621b521d-e327-4e91-bcfa-4af0110ded62
2024-03-19 07:06:00.000,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,65c23e96-b7d0-41db-94c1-021911fbfd93
2024-03-19 07:06:00.000,shawarma 🌯,Food & Drinks,Salary Bank,260.00,INR,EXPENSE,,,,,,,,4ca12ed6-ed5c-4a30-899b-a9b118b48ff7
2024-03-19 06:05:26.422,bus pass,Bills & Fees,Salary Bank,430.00,INR,EXPENSE,,,,,,,,162750b7-9ebb-4350-94fa-9bf9b41e74c5
2024-03-18 06:05:00.000,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,05ae842e-597e-4763-9cdf-d08b53f33c3e
2024-03-16 18:40:00.000,snacks,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,ead69b7a-41f0-4ec8-85ad-22bb15e2c706
2024-03-16 01:55:57.271,rent,Bills & Fees,Salary Bank,"3,800.00",INR,EXPENSE,,,,,,,,d860cada-8a39-4cd3-8c88-013010ef88d7
2024-03-15 18:39:00.000,juice,Food & Drinks,Salary Bank,40.00,INR,EXPENSE,,,,,,,,3a4623f6-b762-4db5-9f56-f0bfb0524d3c
2024-03-15 18:39:00.000,snacks,Food & Drinks,Salary Bank,20.00,INR,EXPENSE,,,,,,,,3832a47b-857f-49a9-b49c-edf2a3d18d62
2024-03-15 17:04:00.000,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,32da42d1-0c4c-4bd7-bd8f-a3b3875b0243
2024-03-15 01:55:00.000,bike,Transport,Salary Bank,74.00,INR,EXPENSE,,,,,,,,ffa618ac-e7fc-4a48-bee3-721da4810004
2024-03-14 01:54:00.000,snacks,Food & Drinks,Salary Bank,105.00,INR,EXPENSE,,,,,,,,0de260a7-ebc6-408a-a781-4f328b406386
2024-03-13 01:53:00.000,snacks,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,b72fc70c-f53c-4ae8-b780-26b1704d2086
2024-03-13 01:52:00.000,bandages,Bills & Fees,Salary Bank,8.00,INR,EXPENSE,,,,,,,,b0b8d6ab-7cd1-44fb-aa3f-e5188dc7bb61
2024-03-12 17:33:34.220,baba,Bills & Fees,Salary Bank,"2,000.00",INR,EXPENSE,,,,,,,,e47c326e-cb25-475c-9fdb-83f83b170cc0
2024-03-12 17:33:12.758,doc,Bills & Fees,Salary Bank,60.00,INR,EXPENSE,,,,,,,,dcb191ed-3007-4de4-91ae-12ca43db6530
2024-03-12 17:33:00.145,juice,Food & Drinks,Salary Bank,90.00,INR,EXPENSE,,,,,,,,3fea7d47-8ade-4011-862e-f074e6d559ac
